tournament,home,home_goal,away_goal,away,home_corner,away_corner,home_attack,away_attack,home_shots,away_shots,time,date,ht_diff,at_diff,ht_result,at_result,total_corners
Serie C,Campinense Clube,1.0,3.0,Paysandu,8.0,4.0,149.0,105.0,8.0,6.0,23:00:00,2022-07-30,-2.0,2.0,LOST,WON,12.0
Serie C,AD Confianca,1.0,0.0,AE Altos,1.0,3.0,124.0,112.0,11.0,13.0,22:00:00,2022-07-30,1.0,-1.0,WON,LOST,4.0
Serie C,Manaus,0.0,0.0,Botafogo PB,11.0,3.0,,,,,21:00:00,2022-07-30,0.0,0.0,DRAW,DRAW,14.0
Serie C,Ypiranga RS,2.0,1.0,Mirassol,5.0,5.0,73.0,81.0,11.0,13.0,15:00:00,2022-07-30,1.0,-1.0,WON,LOST,10.0
Serie C,Volta Redonda,2.0,1.0,Ypiranga RS,1.0,10.0,156.0,206.0,9.0,6.0,00:30:00,2022-07-26,1.0,-1.0,WON,LOST,11.0
Serie C,Mirassol,3.0,1.0,AD Confianca,2.0,3.0,84.0,79.0,16.0,6.0,00:00:00,2022-07-26,2.0,-2.0,WON,LOST,5.0
Serie C,Paysandu,1.0,1.0,Figueirense,10.0,3.0,84.0,63.0,16.0,4.0,22:00:00,2022-07-25,0.0,0.0,DRAW,DRAW,13.0
Serie C,Brasil de Pelotas,1.0,2.0,Aparecidense GO,7.0,1.0,98.0,91.0,11.0,8.0,00:01:09,2022-07-25,-1.0,1.0,LOST,WON,8.0
Serie C,Botafogo PB,0.0,0.0,Clube Do Remo,2.0,4.0,147.0,113.0,6.0,6.0,23:00:00,2022-07-24,0.0,0.0,DRAW,DRAW,6.0
Serie C,Ferroviario,0.0,0.0,Vitoria,10.0,4.0,89.0,117.0,7.0,5.0,20:00:00,2022-07-24,0.0,0.0,DRAW,DRAW,14.0
Serie C,AE Altos,1.0,0.0,Campinense Clube,5.0,4.0,93.0,77.0,10.0,9.0,19:00:00,2022-07-24,1.0,-1.0,WON,LOST,9.0
Serie C,ABC,2.0,0.0,Floresta EC,2.0,4.0,104.0,135.0,12.0,9.0,21:00:00,2022-07-23,2.0,-2.0,WON,LOST,6.0
Serie C,FC Atlético Cearense,3.0,1.0,Manaus,4.0,6.0,62.0,71.0,9.0,13.0,19:00:00,2022-07-23,2.0,-2.0,WON,LOST,10.0
Serie C,Sao Jose PA,2.0,1.0,Botafogo SP,7.0,0.0,114.0,80.0,17.0,7.0,15:00:00,2022-07-23,1.0,-1.0,WON,LOST,7.0
Serie C,Manaus,1.0,2.0,Volta Redonda,4.0,5.0,99.0,128.0,7.0,16.0,00:00:00,2022-07-19,-1.0,1.0,LOST,WON,9.0
Serie C,Clube Do Remo,2.0,0.0,ABC,3.0,4.0,77.0,79.0,10.0,9.0,23:00:00,2022-07-17,2.0,-2.0,WON,LOST,7.0
Serie C,AD Confianca,1.0,0.0,Sao Jose PA,4.0,5.0,107.0,128.0,16.0,12.0,22:00:00,2022-07-17,1.0,-1.0,WON,LOST,9.0
Serie C,Vitoria,1.0,0.0,Paysandu,5.0,2.0,69.0,72.0,11.0,9.0,20:00:00,2022-07-17,1.0,-1.0,WON,LOST,7.0
Serie C,Aparecidense GO,2.0,1.0,AE Altos,7.0,4.0,92.0,125.0,13.0,14.0,20:00:00,2022-07-17,1.0,-1.0,WON,LOST,11.0
Serie C,Brasil de Pelotas,4.0,1.0,FC Atlético Cearense,10.0,6.0,84.0,86.0,15.0,13.0,15:00:00,2022-07-17,3.0,-3.0,WON,LOST,16.0
Serie C,Floresta EC,0.0,2.0,Mirassol,4.0,11.0,107.0,97.0,7.0,19.0,23:00:00,2022-07-16,-2.0,2.0,LOST,WON,15.0
Serie C,Ypiranga RS,1.0,2.0,Botafogo PB,5.0,4.0,85.0,71.0,11.0,10.0,22:00:00,2022-07-16,-1.0,1.0,LOST,WON,9.0
Serie C,Campinense Clube,2.0,0.0,Ferroviario,5.0,6.0,80.0,94.0,11.0,11.0,21:00:00,2022-07-16,2.0,-2.0,WON,LOST,11.0
Serie C,Figueirense,2.0,1.0,Botafogo SP,3.0,2.0,101.0,92.0,12.0,9.0,19:00:00,2022-07-16,1.0,-1.0,WON,LOST,5.0
Serie C,ABC,0.0,0.0,Manaus,5.0,4.0,105.0,106.0,7.0,8.0,00:00:00,2022-07-12,0.0,0.0,DRAW,DRAW,9.0
Serie C,FC Atlético Cearense,3.0,1.0,Clube Do Remo,2.0,5.0,90.0,119.0,8.0,10.0,23:00:00,2022-07-10,2.0,-2.0,WON,LOST,7.0
Serie C,Volta Redonda,2.0,1.0,Mirassol,2.0,7.0,108.0,135.0,12.0,14.0,22:00:00,2022-07-10,1.0,-1.0,WON,LOST,9.0
Serie C,Sao Jose PA,1.0,2.0,Vitoria,8.0,1.0,140.0,88.0,15.0,11.0,21:00:00,2022-07-10,-1.0,1.0,LOST,WON,9.0
Serie C,AE Altos,3.0,2.0,Brasil de Pelotas,4.0,8.0,85.0,84.0,12.0,12.0,19:00:00,2022-07-10,1.0,-1.0,WON,LOST,12.0
Serie C,Botafogo SP,1.0,0.0,Ypiranga RS,4.0,4.0,105.0,114.0,13.0,8.0,15:00:00,2022-07-10,1.0,-1.0,WON,LOST,8.0
Serie C,Paysandu,1.0,0.0,AD Confianca,8.0,4.0,67.0,68.0,16.0,13.0,23:00:00,2022-07-09,1.0,-1.0,WON,LOST,12.0
Serie C,Figueirense,4.0,0.0,Campinense Clube,3.0,4.0,132.0,109.0,12.0,4.0,22:00:00,2022-07-09,4.0,-4.0,WON,LOST,7.0
Serie C,Botafogo PB,1.0,1.0,Floresta EC,5.0,2.0,121.0,84.0,9.0,5.0,21:00:00,2022-07-09,0.0,0.0,DRAW,DRAW,7.0
Serie C,Ferroviario,1.0,0.0,Aparecidense GO,8.0,3.0,87.0,133.0,11.0,8.0,19:00:00,2022-07-09,1.0,-1.0,WON,LOST,11.0
Serie C,Aparecidense GO,2.0,2.0,ABC,4.0,2.0,106.0,79.0,4.0,10.0,00:00:00,2022-07-05,0.0,0.0,DRAW,DRAW,6.0
Serie C,Ypiranga RS,2.0,2.0,Sao Jose PA,7.0,3.0,128.0,91.0,20.0,10.0,23:00:00,2022-07-03,0.0,0.0,DRAW,DRAW,10.0
Serie C,Campinense Clube,1.0,3.0,Botafogo SP,6.0,4.0,93.0,58.0,20.0,7.0,22:00:00,2022-07-03,-2.0,2.0,LOST,WON,10.0
Serie C,Clube Do Remo,2.0,2.0,Paysandu,5.0,3.0,57.0,67.0,8.0,8.0,21:00:00,2022-07-03,0.0,0.0,DRAW,DRAW,8.0
Serie C,Mirassol,6.0,0.0,FC Atlético Cearense,6.0,5.0,142.0,103.0,20.0,4.0,20:00:00,2022-07-03,6.0,-6.0,WON,LOST,11.0
Serie C,Brasil de Pelotas,0.0,0.0,Botafogo PB,4.0,8.0,100.0,91.0,12.0,14.0,15:00:00,2022-07-03,0.0,0.0,DRAW,DRAW,12.0
Serie C,Vitoria,2.0,0.0,Figueirense,1.0,5.0,84.0,124.0,7.0,8.0,23:00:00,2022-07-02,2.0,-2.0,WON,LOST,6.0
Serie C,AD Confianca,1.0,0.0,Volta Redonda,3.0,6.0,113.0,123.0,7.0,13.0,22:00:00,2022-07-02,1.0,-1.0,WON,LOST,9.0
Serie C,Manaus,4.0,2.0,Ferroviario,8.0,5.0,121.0,106.0,12.0,12.0,21:00:00,2022-07-02,2.0,-2.0,WON,LOST,13.0
Serie C,Floresta EC,2.0,2.0,AE Altos,3.0,1.0,130.0,136.0,16.0,6.0,19:00:00,2022-07-02,0.0,0.0,DRAW,DRAW,4.0
Serie C,Figueirense,0.0,0.0,Clube Do Remo,3.0,5.0,140.0,98.0,10.0,8.0,00:00:00,2022-06-28,0.0,0.0,DRAW,DRAW,8.0
Serie C,Paysandu,1.0,1.0,Brasil de Pelotas,8.0,1.0,86.0,70.0,23.0,4.0,23:00:00,2022-06-26,0.0,0.0,DRAW,DRAW,9.0
Serie C,Volta Redonda,0.0,3.0,Aparecidense GO,6.0,0.0,108.0,86.0,9.0,6.0,22:00:00,2022-06-26,-3.0,3.0,LOST,WON,6.0
Serie C,Ferroviario,0.0,2.0,Floresta EC,3.0,3.0,117.0,96.0,8.0,6.0,21:00:00,2022-06-26,-2.0,2.0,LOST,WON,6.0
Serie C,Sao Jose PA,2.0,1.0,Campinense Clube,6.0,1.0,128.0,102.0,9.0,7.0,20:00:00,2022-06-26,1.0,-1.0,WON,LOST,7.0
Serie C,FC Atlético Cearense,0.0,0.0,Ypiranga RS,1.0,7.0,91.0,118.0,12.0,9.0,19:00:00,2022-06-26,0.0,0.0,DRAW,DRAW,8.0
Serie C,Botafogo SP,1.0,0.0,Manaus,7.0,2.0,120.0,108.0,16.0,5.0,15:00:00,2022-06-26,1.0,-1.0,WON,LOST,9.0
Serie C,AE Altos,0.0,0.0,Vitoria,8.0,7.0,166.0,135.0,14.0,13.0,23:00:00,2022-06-25,0.0,0.0,DRAW,DRAW,15.0
Serie C,ABC,0.0,0.0,AD Confianca,3.0,6.0,112.0,97.0,2.0,6.0,21:00:00,2022-06-25,0.0,0.0,DRAW,DRAW,9.0
Serie C,Ypiranga RS,0.0,0.0,ABC,4.0,4.0,135.0,84.0,7.0,2.0,00:00:00,2022-06-21,0.0,0.0,DRAW,DRAW,8.0
Serie C,Floresta EC,1.0,1.0,Volta Redonda,2.0,4.0,132.0,132.0,16.0,13.0,22:00:00,2022-06-20,0.0,0.0,DRAW,DRAW,6.0
Serie C,Clube Do Remo,1.0,2.0,AE Altos,4.0,4.0,94.0,91.0,14.0,10.0,23:00:00,2022-06-19,-1.0,1.0,LOST,WON,8.0
Serie C,Vitoria,0.0,1.0,Botafogo SP,2.0,5.0,118.0,88.0,9.0,7.0,21:00:00,2022-06-19,-1.0,1.0,LOST,WON,7.0
Serie C,Botafogo PB,2.0,0.0,FC Atlético Cearense,6.0,1.0,149.0,141.0,19.0,8.0,20:00:00,2022-06-19,2.0,-2.0,WON,LOST,7.0
Serie C,Mirassol,2.0,1.0,Sao Jose PA,6.0,2.0,114.0,102.0,25.0,7.0,15:00:00,2022-06-19,1.0,-1.0,WON,LOST,8.0
Serie C,Aparecidense GO,1.0,0.0,Paysandu,4.0,3.0,85.0,97.0,4.0,6.0,23:00:00,2022-06-18,1.0,-1.0,WON,LOST,7.0
Serie C,Manaus,1.0,1.0,Figueirense,10.0,5.0,72.0,72.0,15.0,10.0,22:00:00,2022-06-18,0.0,0.0,DRAW,DRAW,15.0
Serie C,AD Confianca,2.0,3.0,Campinense Clube,4.0,9.0,110.0,102.0,12.0,13.0,21:00:00,2022-06-18,-1.0,1.0,LOST,WON,13.0
Serie C,Brasil de Pelotas,3.0,1.0,Ferroviario,1.0,7.0,41.0,56.0,3.0,4.0,19:00:00,2022-06-18,2.0,-2.0,WON,LOST,8.0
Serie C,Volta Redonda,3.0,0.0,Clube Do Remo,7.0,6.0,103.0,76.0,7.0,1.0,00:00:00,2022-06-14,3.0,-3.0,WON,LOST,13.0
Serie C,Botafogo SP,0.0,2.0,Aparecidense GO,9.0,1.0,175.0,115.0,7.0,7.0,23:00:00,2022-06-13,-2.0,2.0,LOST,WON,10.0
Serie C,Paysandu,2.0,1.0,Botafogo PB,7.0,1.0,133.0,111.0,9.0,6.0,23:00:00,2022-06-12,1.0,-1.0,WON,LOST,8.0
Serie C,Figueirense,0.0,0.0,AD Confianca,10.0,1.0,92.0,60.0,21.0,5.0,22:00:00,2022-06-12,0.0,0.0,DRAW,DRAW,11.0
Serie C,ABC,1.0,0.0,Mirassol,7.0,3.0,90.0,101.0,12.0,10.0,21:00:00,2022-06-12,1.0,-1.0,WON,LOST,10.0
Serie C,AE Altos,1.0,0.0,Ferroviario,8.0,4.0,97.0,80.0,11.0,8.0,19:00:00,2022-06-12,1.0,-1.0,WON,LOST,12.0
Serie C,FC Atlético Cearense,1.0,1.0,Vitoria,6.0,2.0,103.0,143.0,4.0,13.0,23:00:00,2022-06-11,0.0,0.0,DRAW,DRAW,8.0
Serie C,Campinense Clube,1.0,2.0,Manaus,9.0,11.0,149.0,133.0,11.0,10.0,21:00:00,2022-06-11,-1.0,1.0,LOST,WON,20.0
Serie C,Sao Jose PA,4.0,0.0,Floresta EC,4.0,13.0,99.0,125.0,9.0,12.0,19:00:00,2022-06-11,4.0,-4.0,WON,LOST,17.0
Serie C,Brasil de Pelotas,0.0,1.0,Ypiranga RS,3.0,4.0,124.0,100.0,9.0,7.0,15:00:00,2022-06-11,-1.0,1.0,LOST,WON,7.0
Serie C,Clube Do Remo,4.0,0.0,Campinense Clube,4.0,1.0,80.0,70.0,16.0,9.0,00:00:00,2022-06-07,4.0,-4.0,WON,LOST,5.0
Serie C,Ferroviario,1.0,2.0,Paysandu,7.0,0.0,107.0,86.0,15.0,4.0,23:00:00,2022-06-05,-1.0,1.0,LOST,WON,7.0
Serie C,Aparecidense GO,1.0,2.0,Sao Jose PA,7.0,5.0,52.0,57.0,14.0,6.0,22:27:46,2022-06-05,-1.0,1.0,LOST,WON,12.0
Serie C,Manaus,0.0,0.0,AE Altos,3.0,8.0,128.0,117.0,20.0,6.0,20:30:00,2022-06-05,0.0,0.0,DRAW,DRAW,11.0
Serie C,Vitoria,1.0,2.0,Volta Redonda,10.0,0.0,90.0,73.0,9.0,8.0,20:00:00,2022-06-05,-1.0,1.0,LOST,WON,10.0
Serie C,AD Confianca,2.0,1.0,Botafogo SP,2.0,2.0,124.0,106.0,4.0,11.0,22:00:00,2022-06-04,1.0,-1.0,WON,LOST,4.0
Serie C,Botafogo PB,0.0,0.0,ABC,7.0,4.0,121.0,151.0,9.0,12.0,21:00:00,2022-06-04,0.0,0.0,DRAW,DRAW,11.0
Serie C,Ypiranga RS,3.0,3.0,Figueirense,1.0,4.0,119.0,86.0,17.0,5.0,15:00:00,2022-06-04,0.0,0.0,DRAW,DRAW,5.0
Serie C,Floresta EC,2.0,3.0,FC Atlético Cearense,10.0,6.0,110.0,68.0,12.0,7.0,19:00:00,2022-06-03,-1.0,1.0,LOST,WON,16.0
Serie C,Paysandu,2.0,0.0,Manaus,4.0,4.0,95.0,68.0,15.0,4.0,00:00:00,2022-05-31,2.0,-2.0,WON,LOST,8.0
Serie C,Clube Do Remo,2.0,0.0,Floresta EC,8.0,2.0,113.0,97.0,15.0,11.0,23:00:00,2022-05-29,2.0,-2.0,WON,LOST,10.0
Serie C,Botafogo SP,2.0,2.0,Mirassol,3.0,2.0,131.0,139.0,9.0,10.0,21:00:00,2022-05-29,0.0,0.0,DRAW,DRAW,5.0
Serie C,AE Altos,3.0,0.0,Ypiranga RS,10.0,3.0,151.0,152.0,24.0,6.0,19:00:00,2022-05-29,3.0,-3.0,WON,LOST,13.0
Serie C,Volta Redonda,0.0,1.0,Botafogo PB,5.0,8.0,133.0,90.0,9.0,6.0,15:00:00,2022-05-29,-1.0,1.0,LOST,WON,13.0
Serie C,ABC,3.0,0.0,Brasil de Pelotas,3.0,2.0,105.0,121.0,13.0,6.0,23:00:00,2022-05-28,3.0,-3.0,WON,LOST,5.0
Serie C,AD Confianca,1.0,1.0,Aparecidense GO,7.0,1.0,128.0,94.0,10.0,9.0,22:00:00,2022-05-28,0.0,0.0,DRAW,DRAW,8.0
Serie C,Campinense Clube,0.0,1.0,Vitoria,5.0,3.0,159.0,105.0,9.0,4.0,21:00:00,2022-05-28,-1.0,1.0,LOST,WON,8.0
Serie C,Figueirense,1.0,0.0,Ferroviario,7.0,9.0,107.0,110.0,13.0,13.0,19:00:00,2022-05-28,1.0,-1.0,WON,LOST,16.0
Serie C,Sao Jose PA,1.0,1.0,FC Atlético Cearense,11.0,1.0,147.0,108.0,21.0,12.0,15:00:00,2022-05-28,0.0,0.0,DRAW,DRAW,12.0
Serie C,Botafogo PB,1.0,1.0,Campinense Clube,10.0,3.0,128.0,122.0,11.0,7.0,00:00:00,2022-05-26,0.0,0.0,DRAW,DRAW,13.0
Serie C,Ypiranga RS,2.0,1.0,Clube Do Remo,9.0,3.0,115.0,98.0,11.0,10.0,00:00:00,2022-05-24,1.0,-1.0,WON,LOST,12.0
Serie C,Paysandu,2.0,1.0,Volta Redonda,5.0,8.0,103.0,116.0,6.0,7.0,23:00:00,2022-05-22,1.0,-1.0,WON,LOST,13.0
Serie C,Aparecidense GO,3.0,2.0,Floresta EC,2.0,3.0,106.0,117.0,7.0,15.0,22:00:00,2022-05-22,1.0,-1.0,WON,LOST,5.0
Serie C,Vitoria,3.0,0.0,AD Confianca,3.0,3.0,93.0,131.0,8.0,5.0,21:00:00,2022-05-22,3.0,-3.0,WON,LOST,6.0
Serie C,Manaus,1.0,1.0,Sao Jose PA,7.0,5.0,120.0,83.0,14.0,6.0,20:00:00,2022-05-22,0.0,0.0,DRAW,DRAW,12.0
Serie C,Mirassol,2.0,1.0,AE Altos,8.0,3.0,161.0,110.0,24.0,4.0,15:00:00,2022-05-22,1.0,-1.0,WON,LOST,11.0
Serie C,Brasil de Pelotas,0.0,1.0,Figueirense,3.0,6.0,118.0,96.0,6.0,8.0,22:00:00,2022-05-21,-1.0,1.0,LOST,WON,9.0
Serie C,FC Atlético Cearense,0.0,1.0,ABC,6.0,7.0,111.0,106.0,7.0,13.0,21:00:00,2022-05-21,-1.0,1.0,LOST,WON,13.0
Serie C,Ferroviario,1.0,0.0,Botafogo SP,4.0,13.0,73.0,73.0,6.0,6.0,19:00:00,2022-05-21,1.0,-1.0,WON,LOST,17.0
Serie C,Vitoria,0.0,1.0,Botafogo PB,12.0,3.0,79.0,57.0,12.0,5.0,00:30:00,2022-05-19,-1.0,1.0,LOST,WON,15.0
Serie C,Campinense Clube,0.0,0.0,Ypiranga RS,4.0,6.0,139.0,114.0,14.0,6.0,22:00:00,2022-05-18,0.0,0.0,DRAW,DRAW,10.0
Serie C,AD Confianca,1.0,0.0,Ferroviario,6.0,6.0,114.0,95.0,14.0,8.0,00:00:00,2022-05-18,1.0,-1.0,WON,LOST,12.0
Serie C,Sao Jose PA,2.0,0.0,Paysandu,4.0,2.0,107.0,129.0,9.0,15.0,23:00:00,2022-05-15,2.0,-2.0,WON,LOST,6.0
Serie C,Volta Redonda,3.0,1.0,Brasil de Pelotas,6.0,1.0,160.0,152.0,12.0,10.0,22:00:00,2022-05-15,2.0,-2.0,WON,LOST,7.0
Serie C,Clube Do Remo,3.0,1.0,Mirassol,5.0,4.0,108.0,126.0,11.0,8.0,21:00:00,2022-05-15,2.0,-2.0,WON,LOST,9.0
Serie C,Figueirense,2.0,1.0,Aparecidense GO,11.0,4.0,117.0,82.0,11.0,8.0,15:00:00,2022-05-15,1.0,-1.0,WON,LOST,15.0
Serie C,Floresta EC,0.0,1.0,Manaus,3.0,3.0,123.0,90.0,6.0,6.0,23:00:00,2022-05-14,-1.0,1.0,LOST,WON,6.0
Serie C,Botafogo SP,2.0,0.0,ABC,11.0,0.0,105.0,115.0,12.0,5.0,21:00:00,2022-05-14,2.0,-2.0,WON,LOST,11.0
Serie C,AE Altos,0.0,1.0,FC Atlético Cearense,6.0,0.0,91.0,75.0,8.0,5.0,19:00:00,2022-05-14,-1.0,1.0,LOST,WON,6.0
Serie C,Aparecidense GO,0.0,0.0,Vitoria,2.0,4.0,98.0,115.0,9.0,11.0,00:00:00,2022-05-10,0.0,0.0,DRAW,DRAW,6.0
Serie C,Paysandu,4.0,1.0,Botafogo SP,3.0,4.0,100.0,81.0,14.0,10.0,23:00:00,2022-05-08,3.0,-3.0,WON,LOST,7.0
Serie C,ABC,1.0,0.0,Volta Redonda,6.0,0.0,115.0,112.0,15.0,7.0,21:00:00,2022-05-08,1.0,-1.0,WON,LOST,6.0
Serie C,FC Atlético Cearense,1.0,1.0,Figueirense,3.0,8.0,76.0,123.0,5.0,10.0,19:00:00,2022-05-08,0.0,0.0,DRAW,DRAW,11.0
Serie C,Ypiranga RS,2.0,0.0,Floresta EC,2.0,1.0,39.0,41.0,5.0,1.0,15:00:00,2022-05-08,2.0,-2.0,WON,LOST,3.0
Serie C,Brasil de Pelotas,1.0,0.0,Clube Do Remo,4.0,4.0,89.0,96.0,7.0,12.0,23:00:00,2022-05-07,1.0,-1.0,WON,LOST,8.0
Serie C,Botafogo PB,2.0,1.0,AE Altos,5.0,3.0,104.0,127.0,10.0,11.0,22:00:00,2022-05-07,1.0,-1.0,WON,LOST,8.0
Serie C,Manaus,0.0,0.0,AD Confianca,4.0,7.0,101.0,99.0,12.0,4.0,21:00:00,2022-05-07,0.0,0.0,DRAW,DRAW,11.0
Serie C,Ferroviario,2.0,0.0,Sao Jose PA,6.0,0.0,55.0,74.0,16.0,7.0,19:00:00,2022-05-07,2.0,-2.0,WON,LOST,6.0
Serie C,Mirassol,1.0,0.0,Campinense Clube,3.0,9.0,124.0,87.0,15.0,9.0,15:00:00,2022-05-07,1.0,-1.0,WON,LOST,12.0
Serie C,AE Altos,2.0,1.0,ABC,4.0,7.0,142.0,151.0,9.0,13.0,23:00:00,2022-05-04,1.0,-1.0,WON,LOST,11.0
Serie C,Botafogo SP,0.0,1.0,Floresta EC,10.0,1.0,141.0,119.0,11.0,11.0,00:00:00,2022-05-03,-1.0,1.0,LOST,WON,11.0
Serie C,AD Confianca,1.0,2.0,Clube Do Remo,4.0,5.0,121.0,112.0,7.0,13.0,23:00:00,2022-05-01,-1.0,1.0,LOST,WON,9.0
Serie C,Sao Jose PA,1.0,1.0,Brasil de Pelotas,2.0,2.0,97.0,103.0,5.0,12.0,21:00:00,2022-05-01,0.0,0.0,DRAW,DRAW,4.0
Serie C,Ferroviario,1.0,0.0,Botafogo PB,1.0,6.0,78.0,89.0,5.0,5.0,19:00:00,2022-05-01,1.0,-1.0,WON,LOST,7.0
Serie C,Figueirense,0.0,2.0,Mirassol,5.0,3.0,124.0,127.0,9.0,15.0,15:00:00,2022-05-01,-2.0,2.0,LOST,WON,8.0
Serie C,Vitoria,1.0,0.0,Manaus,6.0,7.0,75.0,61.0,15.0,15.0,23:00:00,2022-04-30,1.0,-1.0,WON,LOST,13.0
Serie C,Campinense Clube,1.0,1.0,Aparecidense GO,5.0,3.0,72.0,55.0,10.0,5.0,22:00:00,2022-04-30,0.0,0.0,DRAW,DRAW,8.0
Serie C,Paysandu,1.0,1.0,Ypiranga RS,2.0,8.0,111.0,99.0,12.0,7.0,21:00:00,2022-04-30,0.0,0.0,DRAW,DRAW,10.0
Serie C,Volta Redonda,4.0,0.0,FC Atlético Cearense,2.0,3.0,129.0,127.0,13.0,8.0,19:00:00,2022-04-30,4.0,-4.0,WON,LOST,5.0
Serie C,Mirassol,1.0,1.0,Paysandu,6.0,6.0,141.0,127.0,12.0,11.0,00:00:00,2022-04-26,0.0,0.0,DRAW,DRAW,12.0
Serie C,Ypiranga RS,2.0,1.0,Vitoria,9.0,4.0,97.0,116.0,13.0,9.0,22:00:00,2022-04-24,1.0,-1.0,WON,LOST,13.0
Serie C,Manaus,1.0,0.0,Aparecidense GO,6.0,4.0,118.0,125.0,15.0,12.0,20:00:00,2022-04-24,1.0,-1.0,WON,LOST,10.0
Serie C,Floresta EC,0.0,0.0,Figueirense,9.0,2.0,112.0,95.0,17.0,4.0,19:00:00,2022-04-24,0.0,0.0,DRAW,DRAW,11.0
Serie C,Volta Redonda,3.0,1.0,AE Altos,3.0,8.0,101.0,128.0,9.0,12.0,15:00:00,2022-04-24,2.0,-2.0,WON,LOST,11.0
Serie C,ABC,1.0,0.0,Campinense Clube,5.0,1.0,109.0,141.0,9.0,7.0,01:00:00,2022-04-24,1.0,-1.0,WON,LOST,6.0
Serie C,Clube Do Remo,2.0,2.0,Sao Jose PA,6.0,3.0,69.0,77.0,17.0,11.0,23:00:00,2022-04-23,0.0,0.0,DRAW,DRAW,9.0
Serie C,FC Atlético Cearense,0.0,1.0,Ferroviario,7.0,4.0,89.0,104.0,11.0,16.0,21:00:00,2022-04-23,-1.0,1.0,LOST,WON,11.0
Serie C,Botafogo PB,1.0,0.0,AD Confianca,4.0,3.0,106.0,155.0,9.0,7.0,20:00:00,2022-04-23,1.0,-1.0,WON,LOST,7.0
Serie C,Brasil de Pelotas,1.0,1.0,Botafogo SP,3.0,5.0,76.0,61.0,18.0,8.0,15:00:00,2022-04-23,0.0,0.0,DRAW,DRAW,8.0
Serie C,ABC,1.0,1.0,Paysandu,3.0,7.0,121.0,125.0,6.0,6.0,23:00:00,2022-04-20,0.0,0.0,DRAW,DRAW,10.0
Serie C,Figueirense,4.0,1.0,AE Altos,5.0,5.0,80.0,70.0,19.0,12.0,00:00:00,2022-04-19,3.0,-3.0,WON,LOST,10.0
Serie C,Paysandu,5.0,0.0,FC Atlético Cearense,8.0,2.0,26.0,30.0,6.0,,23:00:00,2022-04-17,5.0,-5.0,WON,LOST,10.0
Serie C,Campinense Clube,2.0,0.0,Brasil de Pelotas,5.0,7.0,127.0,109.0,10.0,9.0,21:00:00,2022-04-17,2.0,-2.0,WON,LOST,12.0
Serie C,Aparecidense GO,0.0,1.0,Mirassol,10.0,3.0,95.0,82.0,19.0,5.0,20:00:00,2022-04-17,-1.0,1.0,LOST,WON,13.0
Serie C,Botafogo SP,2.0,1.0,Botafogo PB,8.0,10.0,111.0,131.0,8.0,13.0,15:00:00,2022-04-17,1.0,-1.0,WON,LOST,18.0
Serie C,Vitoria,0.0,1.0,Floresta EC,14.0,0.0,67.0,53.0,12.0,3.0,01:00:00,2022-04-17,-1.0,1.0,LOST,WON,14.0
Serie C,Manaus,1.0,0.0,Clube Do Remo,1.0,4.0,126.0,121.0,7.0,10.0,23:00:00,2022-04-16,1.0,-1.0,WON,LOST,5.0
Serie C,Ferroviario,1.0,3.0,ABC,9.0,0.0,96.0,66.0,13.0,4.0,21:00:00,2022-04-16,-2.0,2.0,LOST,WON,9.0
Serie C,Sao Jose PA,3.0,1.0,Volta Redonda,6.0,8.0,103.0,118.0,18.0,21.0,15:00:00,2022-04-16,2.0,-2.0,WON,LOST,14.0
Serie C,Brasil de Pelotas,1.0,1.0,Manaus,4.0,3.0,72.0,37.0,10.0,3.0,00:00:00,2022-04-12,0.0,0.0,DRAW,DRAW,7.0
Serie C,Mirassol,2.0,1.0,Ferroviario,8.0,1.0,111.0,107.0,6.0,8.0,23:00:00,2022-04-10,1.0,-1.0,WON,LOST,9.0
Serie C,AE Altos,1.0,3.0,Botafogo SP,4.0,0.0,49.0,42.0,5.0,10.0,22:00:00,2022-04-10,-2.0,2.0,LOST,WON,4.0
Serie C,Floresta EC,1.0,0.0,AD Confianca,0.0,7.0,109.0,113.0,6.0,12.0,20:00:00,2022-04-10,1.0,-1.0,WON,LOST,7.0
Serie C,Volta Redonda,1.0,1.0,Figueirense,9.0,5.0,184.0,171.0,12.0,6.0,22:58:56,2022-04-09,0.0,0.0,DRAW,DRAW,14.0
Serie C,Botafogo PB,2.0,1.0,Sao Jose PA,7.0,2.0,135.0,138.0,7.0,5.0,21:52:54,2022-04-09,1.0,-1.0,WON,LOST,9.0
Serie C,Clube Do Remo,2.0,1.0,Vitoria,3.0,3.0,112.0,113.0,10.0,10.0,21:02:04,2022-04-09,1.0,-1.0,WON,LOST,6.0
Serie C,FC Atlético Cearense,0.0,1.0,Campinense Clube,1.0,9.0,34.0,44.0,1.0,5.0,19:58:33,2022-04-09,-1.0,1.0,LOST,WON,10.0
Serie C,Ypiranga RS,0.0,2.0,Aparecidense GO,5.0,2.0,125.0,82.0,13.0,9.0,14:52:07,2022-04-09,-2.0,2.0,LOST,WON,7.0
Serie C,Ituano,3.0,0.0,Tombense MG,3.0,3.0,90.0,90.0,11.0,5.0,20:00:00,2021-11-20,3.0,-3.0,WON,LOST,6.0
Serie C,Tombense MG,1.0,1.0,Ituano,6.0,2.0,122.0,129.0,11.0,13.0,20:15:00,2021-11-13,0.0,0.0,DRAW,DRAW,8.0
