tournament,home,home_goal,away_goal,away,home_corner,away_corner,home_attack,away_attack,home_shots,away_shots,time,date,ht_diff,at_diff,ht_result,at_result,total_corners
Copa do Brasil,Botafogo RJ,1.0,2.0,Ceara,9.0,2.0,,,,,02:00:00,2014-08-28,-1.0,1.0,LOST,WON,11.0
Copa do Brasil,Bragantino,1.0,0.0,Corinthians,4.0,8.0,,,,,02:00:00,2014-08-28,1.0,-1.0,WON,LOST,12.0
Copa do Brasil,Coritiba,3.0,0.0,Flamengo,7.0,4.0,,,,,02:00:00,2014-08-28,3.0,-3.0,WON,LOST,11.0
Copa do Brasil,Palmeiras,0.0,1.0,Atletico Mineiro,3.0,5.0,,,,,02:00:00,2014-08-28,-1.0,1.0,LOST,WON,8.0
Copa do Brasil,America RN,3.0,0.0,Atletico Paranaense,5.0,11.0,,,,,23:30:00,2014-08-27,3.0,-3.0,WON,LOST,16.0
Copa do Brasil,Cruzeiro,5.0,0.0,Santa Rita,9.0,1.0,,,,,23:30:00,2014-08-27,5.0,-5.0,WON,LOST,10.0
Copa do Brasil,Vasco Da Gama RJ,1.0,1.0,ABC,2.0,6.0,,,,,23:30:00,2014-08-26,0.0,0.0,DRAW,DRAW,8.0
Copa do Brasil,Ceara,3.0,1.0,Internacional,2.0,5.0,,,,,02:02:00,2014-08-14,2.0,-2.0,WON,LOST,7.0
Copa do Brasil,Sao Paulo,1.0,3.0,Bragantino,7.0,8.0,,,,,02:01:00,2014-08-14,-2.0,2.0,LOST,WON,15.0
Copa do Brasil,Palmeiras,1.0,0.0,Avai,4.0,4.0,,,,,23:31:00,2014-08-06,1.0,-1.0,WON,LOST,8.0
Copa do Brasil,Coritiba,2.0,0.0,Paysandu,4.0,3.0,,,,,00:59:00,2014-08-01,2.0,-2.0,WON,LOST,7.0
Copa do Brasil,Bragantino,1.0,2.0,Sao Paulo,1.0,7.0,,,,,02:04:00,2014-07-31,-1.0,1.0,LOST,WON,8.0
Copa do Brasil,Internacional,1.0,2.0,Ceara,8.0,4.0,,,,,02:00:00,2014-07-31,-1.0,1.0,LOST,WON,12.0
Copa do Brasil,Vasco Da Gama RJ,2.0,1.0,Ponte Preta,5.0,1.0,,,,,01:59:00,2014-07-31,1.0,-1.0,WON,LOST,6.0
Copa do Brasil,Novo Hamburgo,2.0,0.0,ABC,4.0,3.0,,,,,23:33:00,2014-07-30,2.0,-2.0,WON,LOST,7.0
Copa do Brasil,Sport Recife,3.0,2.0,Paysandu,8.0,8.0,,,,,23:30:00,2014-07-24,1.0,-1.0,WON,LOST,16.0
Copa do Brasil,Santa Cruz FC,2.0,1.0,Botafogo PB,4.0,5.0,,,,,02:02:00,2014-07-24,1.0,-1.0,WON,LOST,9.0
Copa do Brasil,Ponte Preta,0.0,2.0,Vasco Da Gama RJ,6.0,3.0,,,,,02:01:00,2014-07-24,-2.0,2.0,LOST,WON,9.0
Copa do Brasil,Avai,0.0,2.0,Palmeiras,5.0,4.0,,,,,23:31:00,2014-07-23,-2.0,2.0,LOST,WON,9.0
Copa do Brasil,ABC,1.0,0.0,Novo Hamburgo,8.0,6.0,,,,,23:31:00,2014-07-23,1.0,-1.0,WON,LOST,14.0
Copa do Brasil,Ceara,1.0,1.0,Chapecoense,0.0,6.0,,,,,23:29:00,2014-07-23,0.0,0.0,DRAW,DRAW,6.0
Serie A,America MG,1.0,1.0,Atletico Goianiense,17.0,5.0,60.0,39.0,21.0,4.0,19:00:00,2022-11-13,0.0,0.0,DRAW,DRAW,22.0
Serie A,Bragantino,0.0,1.0,Fluminense,4.0,9.0,17.0,25.0,3.0,5.0,19:00:00,2022-11-13,-1.0,1.0,LOST,WON,13.0
Serie A,Corinthians,0.0,1.0,Atletico Mineiro,5.0,4.0,37.0,35.0,6.0,7.0,19:00:00,2022-11-13,-1.0,1.0,LOST,WON,9.0
Serie A,Santos,0.0,2.0,Fortaleza FC,5.0,7.0,30.0,30.0,3.0,6.0,19:00:00,2022-11-13,-2.0,2.0,LOST,WON,12.0
Serie A,Internacional,3.0,0.0,Palmeiras,6.0,5.0,31.0,15.0,8.0,1.0,19:00:00,2022-11-13,3.0,-3.0,WON,LOST,11.0
Serie A,Ceara,4.0,1.0,EC Juventude,8.0,3.0,34.0,22.0,7.0,4.0,19:00:00,2022-11-13,3.0,-3.0,WON,LOST,11.0
Serie A,Goias,0.0,4.0,Sao Paulo,3.0,4.0,27.0,27.0,1.0,6.0,19:00:00,2022-11-13,-4.0,4.0,LOST,WON,7.0
Serie A,Cuiaba,2.0,1.0,Coritiba,8.0,1.0,28.0,27.0,7.0,3.0,19:00:00,2022-11-13,1.0,-1.0,WON,LOST,9.0
Serie A,Athletico Paranaense,3.0,0.0,Botafogo RJ,6.0,3.0,34.0,21.0,4.0,2.0,19:00:00,2022-11-13,3.0,-3.0,WON,LOST,9.0
Serie A,Flamengo,1.0,2.0,Avai,10.0,3.0,127.0,65.0,20.0,12.0,19:00:00,2022-11-12,-1.0,1.0,LOST,WON,13.0
Serie A,Atletico Mineiro,3.0,0.0,Cuiaba,3.0,5.0,105.0,88.0,11.0,6.0,23:00:00,2022-11-10,3.0,-3.0,WON,LOST,8.0
Serie A,Botafogo RJ,3.0,0.0,Santos,3.0,4.0,93.0,97.0,16.0,4.0,23:00:00,2022-11-10,3.0,-3.0,WON,LOST,7.0
Serie A,Atletico Goianiense,1.0,1.0,Athletico Paranaense,7.0,4.0,94.0,103.0,26.0,11.0,00:30:00,2022-11-10,0.0,0.0,DRAW,DRAW,11.0
Serie A,Palmeiras,2.0,1.0,America MG,10.0,3.0,118.0,73.0,26.0,7.0,00:30:00,2022-11-10,1.0,-1.0,WON,LOST,13.0
Serie A,EC Juventude,2.0,2.0,Flamengo,2.0,4.0,74.0,108.0,10.0,9.0,00:30:00,2022-11-10,0.0,0.0,DRAW,DRAW,6.0
Serie A,Fortaleza FC,6.0,0.0,Bragantino,7.0,0.0,115.0,69.0,25.0,3.0,23:30:00,2022-11-09,6.0,-6.0,WON,LOST,7.0
Serie A,Fluminense,3.0,0.0,Goias,11.0,3.0,130.0,61.0,24.0,10.0,22:00:00,2022-11-09,3.0,-3.0,WON,LOST,14.0
Serie A,Avai,2.0,0.0,Ceara,6.0,6.0,82.0,94.0,14.0,16.0,22:00:00,2022-11-09,2.0,-2.0,WON,LOST,12.0
Serie A,Coritiba,2.0,2.0,Corinthians,5.0,7.0,112.0,86.0,15.0,9.0,22:00:00,2022-11-09,0.0,0.0,DRAW,DRAW,12.0
Serie A,Sao Paulo,0.0,1.0,Internacional,7.0,2.0,141.0,80.0,12.0,9.0,00:30:00,2022-11-09,-1.0,1.0,LOST,WON,9.0
Serie A,Atletico Mineiro,0.0,2.0,Botafogo RJ,6.0,2.0,142.0,78.0,11.0,8.0,23:00:00,2022-11-07,-2.0,2.0,LOST,WON,8.0
Serie A,Cuiaba,1.0,1.0,Palmeiras,4.0,9.0,102.0,127.0,12.0,27.0,21:30:00,2022-11-06,0.0,0.0,DRAW,DRAW,13.0
Serie A,Fortaleza FC,1.0,1.0,Atletico Goianiense,11.0,3.0,111.0,85.0,18.0,12.0,19:00:00,2022-11-06,0.0,0.0,DRAW,DRAW,14.0
Serie A,Coritiba,1.0,0.0,Flamengo,5.0,8.0,62.0,128.0,10.0,14.0,19:00:00,2022-11-06,1.0,-1.0,WON,LOST,13.0
Serie A,Internacional,2.0,0.0,Athletico Paranaense,10.0,5.0,110.0,98.0,11.0,13.0,00:00:00,2022-11-06,2.0,-2.0,WON,LOST,15.0
Serie A,Corinthians,1.0,0.0,Ceara,9.0,11.0,122.0,100.0,15.0,11.0,23:30:00,2022-11-05,1.0,-1.0,WON,LOST,20.0
Serie A,Bragantino,1.0,4.0,America MG,5.0,3.0,122.0,77.0,16.0,13.0,22:00:00,2022-11-05,-3.0,3.0,LOST,WON,8.0
Serie A,Goias,1.0,0.0,EC Juventude,5.0,8.0,93.0,62.0,8.0,14.0,22:00:00,2022-11-05,1.0,-1.0,WON,LOST,13.0
Serie A,Fluminense,3.0,1.0,Sao Paulo,8.0,3.0,131.0,61.0,17.0,8.0,19:30:00,2022-11-05,2.0,-2.0,WON,LOST,11.0
Serie A,Santos,1.0,1.0,Avai,9.0,4.0,113.0,82.0,11.0,15.0,19:30:00,2022-11-05,0.0,0.0,DRAW,DRAW,13.0
Serie A,Palmeiras,2.0,0.0,Fortaleza FC,3.0,0.0,45.0,54.0,8.0,1.0,00:30:00,2022-11-03,2.0,-2.0,WON,LOST,3.0
Serie A,Flamengo,1.0,2.0,Corinthians,6.0,0.0,138.0,95.0,14.0,8.0,00:30:00,2022-11-03,-1.0,1.0,LOST,WON,6.0
Serie A,EC Juventude,0.0,1.0,Coritiba,4.0,4.0,86.0,125.0,11.0,23.0,22:00:00,2022-11-02,-1.0,1.0,LOST,WON,8.0
Serie A,Atletico Goianiense,2.0,3.0,Santos,4.0,7.0,100.0,70.0,23.0,10.0,22:00:00,2022-11-02,-1.0,1.0,LOST,WON,11.0
Serie A,Avai,1.0,2.0,Bragantino,2.0,7.0,99.0,118.0,8.0,12.0,22:00:00,2022-11-02,-1.0,1.0,LOST,WON,9.0
Serie A,America MG,1.0,0.0,Internacional,7.0,8.0,108.0,79.0,15.0,14.0,19:00:00,2022-11-02,1.0,-1.0,WON,LOST,15.0
Serie A,Athletico Paranaense,3.0,2.0,Goias,5.0,6.0,94.0,92.0,16.0,12.0,19:00:00,2022-11-02,1.0,-1.0,WON,LOST,11.0
Serie A,Sao Paulo,2.0,2.0,Atletico Mineiro,7.0,6.0,89.0,101.0,12.0,10.0,00:30:00,2022-11-02,0.0,0.0,DRAW,DRAW,13.0
Serie A,Botafogo RJ,0.0,2.0,Cuiaba,11.0,3.0,133.0,71.0,23.0,13.0,22:00:00,2022-11-01,-2.0,2.0,LOST,WON,14.0
Serie A,Ceara,0.0,1.0,Fluminense,4.0,7.0,71.0,103.0,13.0,17.0,23:00:00,2022-10-31,-1.0,1.0,LOST,WON,11.0
Serie A,Goias,0.0,0.0,Corinthians,2.0,4.0,97.0,142.0,10.0,16.0,23:30:00,2022-10-29,0.0,0.0,DRAW,DRAW,6.0
Serie A,Cuiaba,1.0,0.0,Avai,10.0,6.0,71.0,82.0,10.0,8.0,00:00:00,2022-10-28,1.0,-1.0,WON,LOST,16.0
Serie A,Atletico Mineiro,1.0,0.0,EC Juventude,3.0,4.0,139.0,53.0,15.0,9.0,23:30:00,2022-10-27,1.0,-1.0,WON,LOST,7.0
Serie A,Sao Paulo,2.0,1.0,Atletico Goianiense,4.0,7.0,103.0,96.0,14.0,19.0,23:00:00,2022-10-27,1.0,-1.0,WON,LOST,11.0
Serie A,Fortaleza FC,3.0,1.0,Coritiba,3.0,3.0,107.0,121.0,15.0,15.0,23:00:00,2022-10-27,2.0,-2.0,WON,LOST,6.0
Serie A,Corinthians,0.0,2.0,Fluminense,6.0,3.0,89.0,104.0,13.0,15.0,01:45:00,2022-10-27,-2.0,2.0,LOST,WON,9.0
Serie A,Internacional,2.0,1.0,Ceara,5.0,5.0,150.0,75.0,22.0,13.0,01:45:00,2022-10-27,1.0,-1.0,WON,LOST,10.0
Serie A,Goias,2.0,2.0,America MG,3.0,8.0,100.0,130.0,11.0,16.0,01:45:00,2022-10-27,0.0,0.0,DRAW,DRAW,11.0
Serie A,Botafogo RJ,2.0,1.0,Bragantino,5.0,4.0,87.0,103.0,18.0,6.0,23:30:00,2022-10-26,1.0,-1.0,WON,LOST,9.0
Serie A,Flamengo,3.0,2.0,Santos,7.0,2.0,123.0,94.0,19.0,9.0,01:45:00,2022-10-26,1.0,-1.0,WON,LOST,9.0
Serie A,Athletico Paranaense,1.0,3.0,Palmeiras,0.0,9.0,85.0,124.0,11.0,16.0,01:45:00,2022-10-26,-2.0,2.0,LOST,WON,9.0
Serie A,Fortaleza FC,0.0,0.0,Atletico Mineiro,2.0,11.0,77.0,129.0,4.0,11.0,00:00:00,2022-10-25,0.0,0.0,DRAW,DRAW,13.0
Serie A,Atletico Goianiense,1.0,0.0,Ceara,4.0,5.0,98.0,116.0,13.0,16.0,22:00:00,2022-10-23,1.0,-1.0,WON,LOST,9.0
Serie A,Cuiaba,1.0,2.0,Goias,6.0,4.0,140.0,61.0,24.0,5.0,22:00:00,2022-10-23,-1.0,1.0,LOST,WON,10.0
Serie A,Coritiba,1.0,1.0,Internacional,7.0,6.0,94.0,105.0,14.0,12.0,22:00:00,2022-10-23,0.0,0.0,DRAW,DRAW,13.0
Serie A,Fluminense,2.0,2.0,Botafogo RJ,9.0,2.0,123.0,69.0,19.0,12.0,20:00:00,2022-10-23,0.0,0.0,DRAW,DRAW,11.0
Serie A,EC Juventude,1.0,2.0,Sao Paulo,5.0,6.0,86.0,122.0,13.0,13.0,20:00:00,2022-10-23,-1.0,1.0,LOST,WON,11.0
Serie A,Palmeiras,3.0,0.0,Avai,9.0,7.0,96.0,97.0,24.0,9.0,01:00:00,2022-10-23,3.0,-3.0,WON,LOST,16.0
Serie A,America MG,1.0,2.0,Flamengo,4.0,11.0,56.0,40.0,6.0,7.0,23:00:00,2022-10-22,-1.0,1.0,LOST,WON,15.0
Serie A,Santos,0.0,1.0,Corinthians,7.0,4.0,49.0,41.0,7.0,4.0,23:00:00,2022-10-22,-1.0,1.0,LOST,WON,11.0
Serie A,Bragantino,4.0,2.0,Athletico Paranaense,4.0,4.0,99.0,106.0,10.0,9.0,20:30:00,2022-10-22,2.0,-2.0,WON,LOST,8.0
Serie A,Sao Paulo,3.0,1.0,Coritiba,5.0,3.0,96.0,73.0,16.0,11.0,00:00:00,2022-10-21,2.0,-2.0,WON,LOST,8.0
Serie A,Bragantino,0.0,2.0,Santos,15.0,2.0,117.0,74.0,21.0,9.0,00:00:00,2022-10-18,-2.0,2.0,LOST,WON,17.0
Serie A,Avai,0.0,3.0,Fluminense,9.0,5.0,109.0,100.0,15.0,17.0,23:00:00,2022-10-16,-3.0,3.0,LOST,WON,14.0
Serie A,Athletico Paranaense,1.0,0.0,Coritiba,10.0,4.0,117.0,91.0,16.0,14.0,23:00:00,2022-10-16,1.0,-1.0,WON,LOST,14.0
Serie A,Botafogo RJ,0.0,1.0,Internacional,3.0,4.0,129.0,114.0,12.0,10.0,22:00:00,2022-10-16,-1.0,1.0,LOST,WON,7.0
Serie A,EC Juventude,1.0,1.0,Atletico Goianiense,7.0,4.0,118.0,98.0,19.0,8.0,22:00:00,2022-10-16,0.0,0.0,DRAW,DRAW,11.0
Serie A,Palmeiras,0.0,0.0,Sao Paulo,15.0,3.0,127.0,71.0,21.0,5.0,20:00:00,2022-10-16,0.0,0.0,DRAW,DRAW,18.0
Serie A,Ceara,1.0,1.0,Cuiaba,10.0,7.0,125.0,72.0,24.0,9.0,20:00:00,2022-10-16,0.0,0.0,DRAW,DRAW,17.0
Serie A,America MG,1.0,2.0,Fortaleza FC,4.0,8.0,144.0,71.0,18.0,9.0,00:30:00,2022-10-16,-1.0,1.0,LOST,WON,12.0
Serie A,Flamengo,1.0,0.0,Atletico Mineiro,0.0,10.0,102.0,120.0,7.0,15.0,00:30:00,2022-10-16,1.0,-1.0,WON,LOST,10.0
Serie A,Santos,4.0,1.0,EC Juventude,3.0,8.0,110.0,84.0,18.0,15.0,00:00:00,2022-10-11,3.0,-3.0,WON,LOST,11.0
Serie A,Atletico Goianiense,1.0,1.0,Palmeiras,4.0,9.0,42.0,45.0,8.0,8.0,22:30:00,2022-10-10,0.0,0.0,DRAW,DRAW,13.0
Serie A,Atletico Mineiro,0.0,0.0,Ceara,16.0,0.0,143.0,79.0,16.0,5.0,22:00:00,2022-10-09,0.0,0.0,DRAW,DRAW,16.0
Serie A,Fluminense,0.0,2.0,America MG,8.0,7.0,113.0,80.0,23.0,19.0,22:00:00,2022-10-09,-2.0,2.0,LOST,WON,15.0
Serie A,Coritiba,2.0,1.0,Bragantino,5.0,8.0,73.0,140.0,6.0,19.0,22:00:00,2022-10-09,1.0,-1.0,WON,LOST,13.0
Serie A,Sao Paulo,0.0,1.0,Botafogo RJ,10.0,4.0,129.0,66.0,8.0,9.0,20:00:00,2022-10-09,-1.0,1.0,LOST,WON,14.0
Serie A,Fortaleza FC,2.0,0.0,Avai,3.0,6.0,103.0,119.0,15.0,10.0,20:00:00,2022-10-09,2.0,-2.0,WON,LOST,9.0
Serie A,Internacional,4.0,2.0,Goias,6.0,6.0,114.0,84.0,19.0,15.0,15:00:00,2022-10-09,2.0,-2.0,WON,LOST,12.0
Serie A,Corinthians,2.0,1.0,Athletico Paranaense,5.0,6.0,105.0,122.0,9.0,18.0,01:00:00,2022-10-09,1.0,-1.0,WON,LOST,11.0
Serie A,Cuiaba,1.0,2.0,Flamengo,7.0,6.0,92.0,82.0,21.0,15.0,23:00:00,2022-10-08,-1.0,1.0,LOST,WON,13.0
Serie A,Avai,1.0,2.0,Botafogo RJ,3.0,5.0,108.0,89.0,8.0,15.0,00:00:00,2022-10-07,-1.0,1.0,LOST,WON,8.0
Serie A,America MG,1.0,2.0,Sao Paulo,3.0,3.0,103.0,112.0,13.0,19.0,00:00:00,2022-10-07,-1.0,1.0,LOST,WON,6.0
Serie A,Palmeiras,4.0,0.0,Coritiba,9.0,6.0,121.0,81.0,17.0,12.0,23:00:00,2022-10-06,4.0,-4.0,WON,LOST,15.0
Serie A,Flamengo,0.0,0.0,Internacional,11.0,3.0,163.0,68.0,19.0,17.0,01:30:00,2022-10-06,0.0,0.0,DRAW,DRAW,14.0
Serie A,Santos,1.0,2.0,Atletico Mineiro,5.0,4.0,92.0,100.0,11.0,12.0,01:30:00,2022-10-06,-1.0,1.0,LOST,WON,9.0
Serie A,Athletico Paranaense,1.0,1.0,Fortaleza FC,13.0,4.0,156.0,86.0,22.0,10.0,23:30:00,2022-10-05,0.0,0.0,DRAW,DRAW,17.0
Serie A,Bragantino,2.0,1.0,Cuiaba,2.0,7.0,109.0,104.0,12.0,14.0,23:00:00,2022-10-05,1.0,-1.0,WON,LOST,9.0
Serie A,Ceara,1.0,1.0,Goias,7.0,3.0,89.0,84.0,14.0,15.0,23:00:00,2022-10-05,0.0,0.0,DRAW,DRAW,10.0
Serie A,Atletico Goianiense,3.0,2.0,Fluminense,12.0,5.0,86.0,82.0,29.0,16.0,23:00:00,2022-10-05,1.0,-1.0,WON,LOST,17.0
Serie A,EC Juventude,2.0,2.0,Corinthians,2.0,5.0,71.0,133.0,20.0,13.0,01:30:00,2022-10-05,0.0,0.0,DRAW,DRAW,7.0
Serie A,Botafogo RJ,1.0,3.0,Palmeiras,2.0,6.0,99.0,101.0,9.0,14.0,00:00:00,2022-10-04,-2.0,2.0,LOST,WON,8.0
Serie A,Corinthians,2.0,0.0,Cuiaba,7.0,4.0,107.0,114.0,15.0,10.0,01:00:00,2022-10-02,2.0,-2.0,WON,LOST,11.0
Serie A,Flamengo,4.0,1.0,Bragantino,10.0,1.0,150.0,63.0,23.0,5.0,23:00:00,2022-10-01,3.0,-3.0,WON,LOST,11.0
Serie A,Goias,0.0,1.0,Fortaleza FC,6.0,3.0,133.0,95.0,13.0,16.0,23:00:00,2022-10-01,-1.0,1.0,LOST,WON,9.0
Serie A,Avai,1.0,2.0,Atletico Goianiense,11.0,3.0,123.0,71.0,22.0,9.0,23:00:00,2022-10-01,-1.0,1.0,LOST,WON,14.0
Serie A,Athletico Paranaense,2.0,0.0,EC Juventude,11.0,4.0,83.0,57.0,17.0,8.0,23:00:00,2022-10-01,2.0,-2.0,WON,LOST,15.0
Serie A,Atletico Mineiro,2.0,0.0,Fluminense,10.0,1.0,56.0,152.0,15.0,6.0,19:00:00,2022-10-01,2.0,-2.0,WON,LOST,11.0
Serie A,Internacional,1.0,0.0,Santos,2.0,5.0,96.0,120.0,10.0,11.0,19:00:00,2022-10-01,1.0,-1.0,WON,LOST,7.0
Serie A,Ceara,1.0,2.0,America MG,5.0,4.0,125.0,90.0,17.0,9.0,19:00:00,2022-10-01,-1.0,1.0,LOST,WON,9.0
Serie A,Atletico Mineiro,0.0,1.0,Palmeiras,7.0,9.0,121.0,63.0,17.0,11.0,01:45:00,2022-09-29,-1.0,1.0,LOST,WON,16.0
Serie A,Internacional,0.0,0.0,Bragantino,6.0,3.0,134.0,103.0,14.0,11.0,01:45:00,2022-09-29,0.0,0.0,DRAW,DRAW,9.0
Serie A,Goias,0.0,1.0,Botafogo RJ,6.0,11.0,82.0,111.0,6.0,18.0,01:45:00,2022-09-29,-1.0,1.0,LOST,WON,17.0
Serie A,Cuiaba,2.0,1.0,America MG,2.0,4.0,59.0,70.0,10.0,16.0,01:42:28,2022-09-29,1.0,-1.0,WON,LOST,6.0
Serie A,Fluminense,4.0,0.0,EC Juventude,5.0,5.0,140.0,63.0,21.0,11.0,23:00:00,2022-09-28,4.0,-4.0,WON,LOST,10.0
Serie A,Corinthians,2.0,1.0,Atletico Goianiense,5.0,4.0,126.0,96.0,19.0,10.0,23:00:00,2022-09-28,1.0,-1.0,WON,LOST,9.0
Serie A,Fortaleza FC,3.0,2.0,Flamengo,7.0,3.0,85.0,133.0,17.0,9.0,23:00:00,2022-09-28,1.0,-1.0,WON,LOST,10.0
Serie A,Coritiba,1.0,0.0,Ceara,7.0,3.0,64.0,117.0,13.0,13.0,23:00:00,2022-09-28,1.0,-1.0,WON,LOST,10.0
Serie A,Santos,2.0,0.0,Athletico Paranaense,5.0,4.0,104.0,120.0,14.0,15.0,01:00:00,2022-09-28,2.0,-2.0,WON,LOST,9.0
Serie A,Sao Paulo,4.0,0.0,Avai,9.0,4.0,115.0,82.0,19.0,7.0,00:00:00,2022-09-26,4.0,-4.0,WON,LOST,13.0
Serie A,Atletico Goianiense,1.0,2.0,Internacional,10.0,2.0,122.0,82.0,18.0,13.0,00:00:00,2022-09-20,-1.0,1.0,LOST,WON,12.0
Serie A,Athletico Paranaense,2.0,2.0,Cuiaba,8.0,4.0,126.0,76.0,21.0,10.0,23:00:00,2022-09-18,0.0,0.0,DRAW,DRAW,12.0
Serie A,Palmeiras,1.0,0.0,Santos,8.0,5.0,121.0,79.0,20.0,14.0,22:30:00,2022-09-18,1.0,-1.0,WON,LOST,13.0
Serie A,America MG,1.0,0.0,Corinthians,4.0,8.0,97.0,114.0,20.0,9.0,22:00:00,2022-09-18,1.0,-1.0,WON,LOST,12.0
Serie A,EC Juventude,1.0,1.0,Fortaleza FC,14.0,2.0,103.0,98.0,20.0,12.0,22:00:00,2022-09-18,0.0,0.0,DRAW,DRAW,16.0
Serie A,Flamengo,1.0,2.0,Fluminense,6.0,2.0,98.0,77.0,19.0,12.0,20:00:00,2022-09-18,-1.0,1.0,LOST,WON,8.0
Serie A,Ceara,0.0,2.0,Sao Paulo,4.0,10.0,99.0,108.0,9.0,21.0,20:00:00,2022-09-18,-2.0,2.0,LOST,WON,14.0
Serie A,Bragantino,1.0,1.0,Goias,5.0,2.0,112.0,87.0,19.0,6.0,15:00:00,2022-09-18,0.0,0.0,DRAW,DRAW,7.0
Serie A,Botafogo RJ,2.0,0.0,Coritiba,5.0,10.0,111.0,116.0,13.0,18.0,23:00:00,2022-09-17,2.0,-2.0,WON,LOST,15.0
Serie A,Avai,1.0,0.0,Atletico Mineiro,2.0,10.0,82.0,114.0,10.0,15.0,20:30:00,2022-09-17,1.0,-1.0,WON,LOST,12.0
Serie A,Goias,1.0,1.0,Flamengo,4.0,9.0,63.0,103.0,8.0,14.0,23:00:00,2022-09-11,0.0,0.0,DRAW,DRAW,13.0
Serie A,Sao Paulo,1.0,1.0,Corinthians,3.0,7.0,77.0,133.0,13.0,17.0,20:00:00,2022-09-11,0.0,0.0,DRAW,DRAW,10.0
Serie A,Coritiba,2.0,0.0,Atletico Goianiense,7.0,8.0,82.0,92.0,13.0,15.0,20:00:00,2022-09-11,2.0,-2.0,WON,LOST,15.0
Serie A,Botafogo RJ,0.0,0.0,America MG,6.0,11.0,107.0,113.0,19.0,11.0,15:00:00,2022-09-11,0.0,0.0,DRAW,DRAW,17.0
Serie A,Avai,1.0,1.0,Athletico Paranaense,7.0,2.0,161.0,70.0,15.0,10.0,15:00:00,2022-09-11,0.0,0.0,DRAW,DRAW,9.0
Serie A,Palmeiras,2.0,1.0,EC Juventude,14.0,3.0,145.0,62.0,23.0,6.0,01:00:00,2022-09-11,1.0,-1.0,WON,LOST,17.0
Serie A,Fluminense,2.0,1.0,Fortaleza FC,5.0,6.0,102.0,78.0,14.0,16.0,23:00:00,2022-09-10,1.0,-1.0,WON,LOST,11.0
Serie A,Internacional,1.0,0.0,Cuiaba,4.0,3.0,148.0,68.0,18.0,1.0,20:30:00,2022-09-10,1.0,-1.0,WON,LOST,7.0
Serie A,Ceara,2.0,1.0,Santos,3.0,5.0,107.0,103.0,8.0,12.0,20:30:00,2022-09-10,1.0,-1.0,WON,LOST,8.0
Serie A,Atletico Mineiro,1.0,1.0,Bragantino,7.0,5.0,149.0,82.0,21.0,6.0,21:00:00,2022-09-07,0.0,0.0,DRAW,DRAW,12.0
Serie A,Santos,1.0,2.0,Goias,13.0,2.0,147.0,69.0,24.0,9.0,00:00:00,2022-09-06,-1.0,1.0,LOST,WON,15.0
Serie A,Cuiaba,1.0,1.0,Sao Paulo,7.0,5.0,73.0,126.0,11.0,10.0,23:00:00,2022-09-04,0.0,0.0,DRAW,DRAW,12.0
Serie A,Atletico Goianiense,0.0,2.0,Atletico Mineiro,5.0,3.0,124.0,96.0,13.0,13.0,22:00:00,2022-09-04,-2.0,2.0,LOST,WON,8.0
Serie A,Corinthians,2.0,2.0,Internacional,2.0,8.0,113.0,121.0,13.0,14.0,20:00:00,2022-09-04,0.0,0.0,DRAW,DRAW,10.0
Serie A,Fortaleza FC,1.0,3.0,Botafogo RJ,5.0,9.0,137.0,86.0,16.0,17.0,20:00:00,2022-09-04,-2.0,2.0,LOST,WON,14.0
Serie A,Flamengo,1.0,1.0,Ceara,13.0,7.0,136.0,60.0,15.0,6.0,15:00:00,2022-09-04,0.0,0.0,DRAW,DRAW,20.0
Serie A,America MG,2.0,0.0,Coritiba,4.0,5.0,91.0,115.0,24.0,13.0,00:30:00,2022-09-04,2.0,-2.0,WON,LOST,9.0
Serie A,Bragantino,2.0,2.0,Palmeiras,2.0,11.0,91.0,99.0,12.0,12.0,23:00:00,2022-09-03,0.0,0.0,DRAW,DRAW,13.0
Serie A,Athletico Paranaense,1.0,0.0,Fluminense,6.0,3.0,76.0,143.0,7.0,12.0,23:00:00,2022-09-03,1.0,-1.0,WON,LOST,9.0
Serie A,EC Juventude,1.0,1.0,Avai,7.0,3.0,84.0,91.0,23.0,10.0,20:30:00,2022-09-03,0.0,0.0,DRAW,DRAW,10.0
Serie A,Corinthians,1.0,0.0,Bragantino,5.0,4.0,109.0,111.0,13.0,16.0,01:30:00,2022-08-30,1.0,-1.0,WON,LOST,9.0
Serie A,Internacional,4.0,0.0,EC Juventude,10.0,1.0,113.0,78.0,27.0,7.0,00:00:00,2022-08-30,4.0,-4.0,WON,LOST,11.0
Serie A,Botafogo RJ,0.0,1.0,Flamengo,3.0,4.0,136.0,117.0,14.0,6.0,22:00:00,2022-08-28,-1.0,1.0,LOST,WON,7.0
Serie A,Cuiaba,0.0,0.0,Santos,14.0,2.0,97.0,126.0,22.0,6.0,22:00:00,2022-08-28,0.0,0.0,DRAW,DRAW,16.0
Serie A,America MG,1.0,1.0,Atletico Mineiro,6.0,1.0,70.0,108.0,10.0,16.0,20:00:00,2022-08-28,0.0,0.0,DRAW,DRAW,7.0
Serie A,Sao Paulo,0.0,1.0,Fortaleza FC,7.0,2.0,172.0,89.0,15.0,5.0,20:00:00,2022-08-28,-1.0,1.0,LOST,WON,9.0
